class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Mabu,0.3389493525028229,0.2678680419921875,-0.19238072633743286,0.999614953994751,0.33875590562820435,0.2554502785205841,-0.1764633059501648,0.9989449381828308,0.33987313508987427,0.25499850511550903,-0.1765964776277542,0.9985530972480774,0.34113672375679016,0.2547379732131958,-0.1765041947364807,0.9988471269607544,0.3331203758716583,0.2557423710823059,-0.1876952350139618,0.9995008707046509,0.33118152618408203,0.2559664845466614,-0.18791471421718597,0.9996039271354675,0.3279359042644501,0.25644826889038086,-0.1880188137292862,0.9997705817222595,0.337386816740036,0.2603781223297119,-0.0882325991988182,0.9976164102554321,0.31982094049453735,0.2625136971473694,-0.14018160104751587,0.999173104763031,0.3401913344860077,0.27884235978126526,-0.15720629692077637,0.9990712404251099,0.3334026336669922,0.27863308787345886,-0.17333756387233734,0.9995539784431458,0.34789520502090454,0.32612472772598267,-0.011597943492233753,0.9998483657836914,0.3000795245170593,0.32459330558776855,-0.10567563027143478,0.999971866607666,0.3438488245010376,0.3924601376056671,0.025059036910533905,0.18690268695354462,0.270027220249176,0.3850862979888916,-0.11866804212331772,0.8799684643745422,0.35365331172943115,0.4410437345504761,-0.030835222452878952,0.0833292156457901,0.29062575101852417,0.43137168884277344,-0.1726558357477188,0.8232985734939575,0.35613948106765747,0.4582470655441284,-0.04114969074726105,0.09464920312166214,0.2962200343608856,0.4490094482898712,-0.19792939722537994,0.7292563319206238,0.357524573802948,0.45658043026924133,-0.060987893491983414,0.10112378746271133,0.29925891757011414,0.4408576488494873,-0.2015889585018158,0.7279826402664185,0.3564058244228363,0.45130690932273865,-0.03950139135122299,0.08121900260448456,0.2982850968837738,0.43506404757499695,-0.17500068247318268,0.5772799253463745,0.33810433745384216,0.47409090399742126,0.028278496116399765,0.9999918937683105,0.30404549837112427,0.47676268219947815,-0.028321312740445137,0.9999951124191284,0.3894028663635254,0.5266221165657043,-0.046903595328330994,0.9914013743400574,0.2728566825389862,0.5511795282363892,-0.19363315403461456,0.9954366087913513,0.3786495625972748,0.613816499710083,0.11878953874111176,0.9911063313484192,0.25753292441368103,0.6446117162704468,-0.03417649120092392,0.9940746426582336,0.37024980783462524,0.6324834823608398,0.13138826191425323,0.9476960897445679,0.2614591717720032,0.6616106629371643,-0.02048652246594429,0.9096783399581909,0.4045432209968567,0.6377268433570862,0.06736934185028076,0.9851264953613281,0.2459387481212616,0.6785010099411011,-0.0976504236459732,0.9868805408477783
Mabu,0.34136173129081726,0.27290552854537964,-0.1728326380252838,0.9998779296875,0.34183269739151,0.2630220949649811,-0.15775495767593384,0.9996477365493774,0.34289202094078064,0.26303762197494507,-0.15787366032600403,0.9994947910308838,0.3443867862224579,0.26295697689056396,-0.15780387818813324,0.9996259212493896,0.3362662196159363,0.26231521368026733,-0.1677205115556717,0.9998229146003723,0.3343038260936737,0.2619503438472748,-0.16791653633117676,0.9998489618301392,0.33099159598350525,0.26189297437667847,-0.16799196600914001,0.9999104738235474,0.34048137068748474,0.26687735319137573,-0.07444629073143005,0.9992478489875793,0.3233216106891632,0.2671607732772827,-0.12056605517864227,0.9996652603149414,0.34237954020500183,0.28335440158843994,-0.13985200226306915,0.9997113347053528,0.3360051214694977,0.28363680839538574,-0.1541806310415268,0.9998507499694824,0.35007673501968384,0.33203965425491333,-0.005003045778721571,0.9999409914016724,0.30089110136032104,0.32710909843444824,-0.09096554666757584,0.9999873638153076,0.34866243600845337,0.39825695753097534,0.017580056563019753,0.35434865951538086,0.2722504734992981,0.3912249207496643,-0.11893398314714432,0.9536475539207458,0.3603094518184662,0.4458458125591278,-0.05113567039370537,0.2488621026277542,0.2974265217781067,0.42695242166519165,-0.19120782613754272,0.9372667074203491,0.3650580942630768,0.46231427788734436,-0.0647275298833847,0.26268941164016724,0.30442944169044495,0.444227397441864,-0.21849100291728973,0.8894931674003601,0.3681895136833191,0.46272051334381104,-0.08313488215208054,0.27854207158088684,0.3068709075450897,0.4326641857624054,-0.22149747610092163,0.888513445854187,0.3644246459007263,0.45630335807800293,-0.05975186079740524,0.2265022248029709,0.30539992451667786,0.4274723529815674,-0.1938309222459793,0.7881962060928345,0.33736544847488403,0.4718388319015503,0.02584495022892952,0.999994158744812,0.3033713698387146,0.47377002239227295,-0.025888711214065552,0.9999961853027344,0.3901440501213074,0.5230246782302856,-0.06435871124267578,0.9910539984703064,0.274093896150589,0.5502049922943115,-0.18475787341594696,0.9959660768508911,0.37913402915000916,0.612385630607605,0.09096316993236542,0.9889044165611267,0.2580001652240753,0.6417063474655151,-0.032206419855356216,0.9936019778251648,0.37030288577079773,0.6299639940261841,0.10269756615161896,0.9440646171569824,0.26190197467803955,0.6593366861343384,-0.01918969862163067,0.9034740924835205,0.40393194556236267,0.6328784227371216,0.04280734434723854,0.9837031364440918,0.24582596123218536,0.6777127385139465,-0.09068708121776581,0.9864456057548523
Mabu,0.343299925327301,0.2736539840698242,-0.1451975703239441,0.9999489784240723,0.34388914704322815,0.26459383964538574,-0.12930828332901,0.9998661279678345,0.3454711139202118,0.26531466841697693,-0.12941281497478485,0.9998052716255188,0.34666407108306885,0.2657631039619446,-0.12936116755008698,0.9998440742492676,0.33854731917381287,0.26260602474212646,-0.1399107575416565,0.9999439716339111,0.3355117738246918,0.2622789740562439,-0.14008881151676178,0.9999523162841797,0.3330327868461609,0.26227930188179016,-0.14015917479991913,0.9999687671661377,0.34314867854118347,0.2688448429107666,-0.04610290750861168,0.9997766613960266,0.3244397044181824,0.2682594060897827,-0.09462445229291916,0.999913215637207,0.34431329369544983,0.2850891351699829,-0.11269854009151459,0.9999109506607056,0.3371942341327667,0.28513967990875244,-0.12761226296424866,0.9999599456787109,0.35240432620048523,0.33367931842803955,0.020975934341549873,0.9999603033065796,0.30222874879837036,0.3283241093158722,-0.0711236223578453,0.9999910593032837,0.35015547275543213,0.3936668038368225,0.04047875851392746,0.19870193302631378,0.275055468082428,0.3922423720359802,-0.11158319562673569,0.964593231678009,0.3641526401042938,0.4172053039073944,-0.03320511057972908,0.29875028133392334,0.3050287365913391,0.4182922840118408,-0.1860029697418213,0.951586902141571,0.3672253489494324,0.42944109439849854,-0.04738283157348633,0.39185604453086853,0.3134745955467224,0.4289027452468872,-0.2122282236814499,0.9228723645210266,0.3677956461906433,0.42139217257499695,-0.06395295262336731,0.40865644812583923,0.3151203989982605,0.4196470081806183,-0.21266600489616394,0.9166480898857117,0.3651485741138458,0.4156654477119446,-0.04160318896174431,0.33833301067352295,0.3128148913383484,0.4152354896068573,-0.18744182586669922,0.8228591680526733,0.3389201760292053,0.4732421636581421,0.025877591222524643,0.9999949932098389,0.3046703040599823,0.475139319896698,-0.025921402499079704,0.9999970197677612,0.3900942802429199,0.5202640891075134,-0.06473008543252945,0.9885492920875549,0.2718204855918884,0.5501495599746704,-0.15527214109897614,0.9954606890678406,0.3782775104045868,0.6106062531471252,0.08539588004350662,0.974736750125885,0.257488876581192,0.6434835195541382,-0.027879050001502037,0.9927411079406738,0.3700700104236603,0.6289846301078796,0.09705300629138947,0.9264250993728638,0.26130950450897217,0.6605147123336792,-0.017373301088809967,0.9075578451156616,0.402236670255661,0.6341450810432434,0.046420492231845856,0.964669942855835,0.2452336847782135,0.6756321787834167,-0.08249470591545105,0.9822502732276917
Mabu,0.34174421429634094,0.27597776055336,-0.03643687441945076,0.9999996423721313,0.34450769424438477,0.27082374691963196,-0.024876505136489868,0.9999988079071045,0.346586674451828,0.2710955739021301,-0.024925990030169487,0.9999972581863403,0.347991406917572,0.27143779397010803,-0.024917764589190483,0.9999984502792358,0.33858388662338257,0.2710772752761841,-0.034791845828294754,0.9999995231628418,0.33598920702934265,0.27155232429504395,-0.03491624817252159,0.9999995231628418,0.3330148756504059,0.2720748782157898,-0.03492916002869606,0.9999996423721313,0.34632378816604614,0.27410364151000977,0.03560216724872589,0.999998927116394,0.3254866302013397,0.2753860354423523,-0.009624872356653214,0.9999994039535522,0.3448618948459625,0.2885904312133789,-0.012205079197883606,0.9999985694885254,0.3362590968608856,0.288219153881073,-0.025872541591525078,0.9999994039535522,0.35156890749931335,0.33842283487319946,0.07529787719249725,0.9999973773956299,0.3055884540081024,0.33031415939331055,-0.0013538093771785498,0.999998927116394,0.3522259294986725,0.3976846933364868,0.0864517018198967,0.14827996492385864,0.2795276343822479,0.3943863809108734,-0.045451775193214417,0.9787235260009766,0.364128440618515,0.40372908115386963,0.04300519451498985,0.14721205830574036,0.30983254313468933,0.4042324423789978,-0.09319595992565155,0.7228634357452393,0.3676680326461792,0.40943560004234314,0.03293853625655174,0.18057091534137726,0.3191615343093872,0.40412020683288574,-0.10962455719709396,0.6164069175720215,0.36762967705726624,0.4044133424758911,0.024013610556721687,0.18090832233428955,0.31977880001068115,0.3952766954898834,-0.10653778910636902,0.5588598251342773,0.36580345034599304,0.40289005637168884,0.03766511008143425,0.1475290209054947,0.31716611981391907,0.39430391788482666,-0.09281382709741592,0.3562272787094116,0.3375011086463928,0.4497613310813904,0.01972580887377262,0.9999995231628418,0.3095385730266571,0.45234593749046326,-0.01977345533668995,0.9999996423721313,0.39284747838974,0.5221088528633118,-0.05535018816590309,0.9753949046134949,0.2714189887046814,0.5493268966674805,-0.07088236510753632,0.9680054187774658,0.3791281580924988,0.6119816303253174,0.0435536652803421,0.6734788417816162,0.258822500705719,0.6415501236915588,-0.002632570220157504,0.8711609840393066,0.3710457980632782,0.6282970309257507,0.05141138657927513,0.6772863268852234,0.26183679699897766,0.659670352935791,0.001984379021450877,0.49156859517097473,0.40101784467697144,0.6315830945968628,0.017119472846388817,0.5831913948059082,0.24667398631572723,0.6724621057510376,-0.04751550778746605,0.7397433519363403
Mabu,0.34459957480430603,0.2796873450279236,-0.13720722496509552,0.9999325275421143,0.3456142842769623,0.26951295137405396,-0.12233825027942657,0.9998764991760254,0.3475351929664612,0.2701229155063629,-0.12244376540184021,0.9998308420181274,0.3492504954338074,0.27084881067276,-0.12241964787244797,0.9998764991760254,0.3395889401435852,0.2682359218597412,-0.13036619126796722,0.9999346733093262,0.3370015025138855,0.2682851552963257,-0.13051290810108185,0.9999374151229858,0.3347110450267792,0.26875269412994385,-0.13056381046772003,0.999954342842102,0.3464159369468689,0.2746620774269104,-0.043414223939180374,0.9998904466629028,0.32747527956962585,0.27315670251846313,-0.07966633886098862,0.9999030828475952,0.3465838134288788,0.29074952006340027,-0.10645964741706848,0.9999481439590454,0.3393746614456177,0.29149144887924194,-0.11780296266078949,0.9999662637710571,0.35520702600479126,0.3392430543899536,0.009281020611524582,0.9999645948410034,0.3036690652370453,0.3332568109035492,-0.05500423535704613,0.9999761581420898,0.3558500409126282,0.4050652086734772,-0.03366098180413246,0.531552791595459,0.2814568877220154,0.4025117754936218,-0.12190749496221542,0.9824358224868774,0.36767101287841797,0.4023982286453247,-0.17228902876377106,0.8590822815895081,0.3120133578777313,0.39670202136039734,-0.2322116196155548,0.9920124411582947,0.3718242943286896,0.4043487310409546,-0.2000862956047058,0.8990020751953125,0.32215577363967896,0.3939516544342041,-0.2634103000164032,0.9893479347229004,0.37193533778190613,0.393134206533432,-0.21020537614822388,0.9020397663116455,0.3217400312423706,0.3812750577926636,-0.2631763815879822,0.9879904389381409,0.3690132796764374,0.3925571143627167,-0.18004947900772095,0.8307267427444458,0.31853482127189636,0.38254454731941223,-0.234722301363945,0.9635400772094727,0.34033411741256714,0.4779675602912903,0.01868685707449913,0.9999892711639404,0.30471375584602356,0.4757159650325775,-0.018731582909822464,0.9999926090240479,0.3913562595844269,0.5191531181335449,-0.1034250482916832,0.9942983984947205,0.27024295926094055,0.5502130389213562,-0.15492364764213562,0.9978477954864502,0.37811511754989624,0.6129752993583679,0.051742661744356155,0.9822090268135071,0.25806859135627747,0.6455338001251221,-0.029807360842823982,0.9959281086921692,0.36963650584220886,0.6308996677398682,0.06430259346961975,0.9657243490219116,0.26168322563171387,0.6640644669532776,-0.019326986744999886,0.9552034139633179,0.40311527252197266,0.6359106302261353,0.015902377665042877,0.9755868315696716,0.24325647950172424,0.6775954365730286,-0.08213263005018234,0.9881846904754639
Mabu,0.3471513092517853,0.2803378403186798,-0.15046285092830658,0.9998350143432617,0.347626268863678,0.27045369148254395,-0.13518355786800385,0.9997028708457947,0.3487549424171448,0.270541787147522,-0.13529497385025024,0.9996008276939392,0.35019731521606445,0.2706357538700104,-0.13525192439556122,0.9997188448905945,0.34210461378097534,0.2699003219604492,-0.143694669008255,0.9998283386230469,0.3393647372722626,0.26997339725494385,-0.14385268092155457,0.9998377561569214,0.33635273575782776,0.26999589800834656,-0.14390350878238678,0.9998844861984253,0.34683549404144287,0.27502840757369995,-0.05282622575759888,0.9996685981750488,0.3289007246494293,0.2757300138473511,-0.09194832295179367,0.9996678829193115,0.348207950592041,0.2910381555557251,-0.1183164194226265,0.9998613595962524,0.3418804705142975,0.2910797595977783,-0.13058890402317047,0.9999066591262817,0.35680875182151794,0.34057921171188354,0.0014638762222602963,0.9999673366546631,0.303891658782959,0.33619606494903564,-0.06403317302465439,0.9999711513519287,0.35940319299697876,0.4102262258529663,-0.057333920150995255,0.5874028205871582,0.28507620096206665,0.41034600138664246,-0.14376932382583618,0.9584987163543701,0.36880314350128174,0.3962518870830536,-0.211830273270607,0.7939205169677734,0.311549574136734,0.3895271420478821,-0.2687839865684509,0.9742730855941772,0.37184494733810425,0.38913998007774353,-0.24163825809955597,0.8198271989822388,0.3199242949485779,0.38138139247894287,-0.3027166426181793,0.9598919153213501,0.3721980154514313,0.37993958592414856,-0.24954234063625336,0.819135844707489,0.31862586736679077,0.36948123574256897,-0.3012182414531708,0.9547083377838135,0.3699128329753876,0.3826494514942169,-0.2188226580619812,0.6944515705108643,0.3164862096309662,0.3730691373348236,-0.2713147699832916,0.8784184455871582,0.33971068263053894,0.47733333706855774,0.020428040996193886,0.9999923706054688,0.3039596676826477,0.4759838581085205,-0.020453432574868202,0.9999932050704956,0.3924981653690338,0.5203500390052795,-0.1077309101819992,0.9888114929199219,0.2703927159309387,0.5511534810066223,-0.18245506286621094,0.9954078793525696,0.3785122334957123,0.6124755144119263,0.053594544529914856,0.9804095029830933,0.2569825053215027,0.6442018747329712,-0.033958397805690765,0.9917422533035278,0.3697020709514618,0.6297964453697205,0.06606527417898178,0.9445224404335022,0.26080960035324097,0.6610603332519531,-0.021634168922901154,0.9076449275016785,0.40406709909439087,0.6356852054595947,0.005483580287545919,0.9745646119117737,0.24492934346199036,0.6753805875778198,-0.09422372281551361,0.9809466004371643
Mabu,0.3463138937950134,0.2816481590270996,-0.14813610911369324,0.9999216794967651,0.34730204939842224,0.2718716263771057,-0.13301673531532288,0.9998738765716553,0.3486393094062805,0.27225905656814575,-0.13314037024974823,0.99983811378479,0.34964409470558167,0.2725542187690735,-0.1331096738576889,0.9998935461044312,0.3416244387626648,0.2711915373802185,-0.1403997838497162,0.9999125003814697,0.3385731875896454,0.2712995111942291,-0.14054550230503082,0.9999078512191772,0.33604511618614197,0.2714804708957672,-0.14058955013751984,0.9999257326126099,0.3469589054584503,0.2773776650428772,-0.05157354101538658,0.9998835325241089,0.32892969250679016,0.2767745554447174,-0.0856061801314354,0.9997560381889343,0.347851425409317,0.29264330863952637,-0.1164700835943222,0.9999321699142456,0.341509610414505,0.2931622862815857,-0.1273009181022644,0.9999394416809082,0.35697323083877563,0.3428850769996643,-0.0014927578158676624,0.9999849796295166,0.3043413460254669,0.3380904793739319,-0.05501657351851463,0.9999556541442871,0.36288079619407654,0.4155268967151642,-0.06371850520372391,0.844138503074646,0.2902235984802246,0.416828989982605,-0.14261741936206818,0.9386672377586365,0.3709828555583954,0.39111676812171936,-0.21628721058368683,0.9473249316215515,0.3105969727039337,0.3819715976715088,-0.27376243472099304,0.9532895684242249,0.37393757700920105,0.3796704411506653,-0.24519230425357819,0.9429924488067627,0.3206910192966461,0.3767507076263428,-0.3071015477180481,0.929615318775177,0.3737802505493164,0.3709995448589325,-0.2511657774448395,0.9412586092948914,0.318008154630661,0.36147457361221313,-0.30479273200035095,0.919855535030365,0.3707799017429352,0.3755468428134918,-0.22215430438518524,0.8815600275993347,0.3155423700809479,0.36273008584976196,-0.2763252258300781,0.8134542107582092,0.3396913409233093,0.479958713054657,0.018427785485982895,0.9999908208847046,0.3031635880470276,0.47857847809791565,-0.018445981666445732,0.99998939037323,0.39198020100593567,0.5216785073280334,-0.09831907600164413,0.9868137836456299,0.2700480818748474,0.5502299666404724,-0.18911613523960114,0.995369017124176,0.37834423780441284,0.6142154335975647,0.05978633463382721,0.9747723340988159,0.2576877772808075,0.6435407400131226,-0.053408972918987274,0.9912477731704712,0.37045207619667053,0.6300603151321411,0.07182628661394119,0.9298279881477356,0.2614930272102356,0.6618756055831909,-0.042430076748132706,0.913273811340332,0.40304887294769287,0.6339833736419678,0.013175059109926224,0.966779351234436,0.24542297422885895,0.676424503326416,-0.11426295340061188,0.9803041815757751
Mabu,0.34647682309150696,0.28159093856811523,-0.14954829216003418,0.9998645782470703,0.3473634123802185,0.2721286416053772,-0.13426031172275543,0.9997599720954895,0.34867945313453674,0.2725403308868408,-0.13438169658184052,0.9996800422668457,0.34998735785484314,0.2728489935398102,-0.13434484601020813,0.9997902512550354,0.34164169430732727,0.2716643512248993,-0.1407686024904251,0.9998518228530884,0.3385138213634491,0.2718781530857086,-0.14091701805591583,0.9998475313186646,0.335943341255188,0.27229565382003784,-0.14096714556217194,0.9998860359191895,0.34750163555145264,0.27785253524780273,-0.05302714556455612,0.9997296929359436,0.3290719985961914,0.278073787689209,-0.08308131247758865,0.9995923638343811,0.34813353419303894,0.29268696904182434,-0.11815952509641647,0.9998807907104492,0.3416603207588196,0.2930697798728943,-0.12785089015960693,0.9999035596847534,0.35810500383377075,0.34520581364631653,-0.0009588077082298696,0.9999778270721436,0.3059460520744324,0.3379269242286682,-0.05417046695947647,0.9999598264694214,0.36325713992118835,0.42297908663749695,-0.061466798186302185,0.8420255780220032,0.29409682750701904,0.417838454246521,-0.13876770436763763,0.9492730498313904,0.37126561999320984,0.3886472284793854,-0.21132776141166687,0.947334349155426,0.3161221742630005,0.376470148563385,-0.26565659046173096,0.9707950353622437,0.3744242489337921,0.3746819496154785,-0.23880134522914886,0.9400845766067505,0.3263791501522064,0.3712158203125,-0.29843997955322266,0.9490660429000854,0.37334373593330383,0.365665078163147,-0.24439361691474915,0.937265932559967,0.3239825665950775,0.35616835951805115,-0.29563090205192566,0.941378116607666,0.36988699436187744,0.3710235059261322,-0.21671706438064575,0.8743061423301697,0.3220776319503784,0.3588775098323822,-0.26786747574806213,0.8605974316596985,0.33908113837242126,0.48108068108558655,0.019312061369419098,0.9999872446060181,0.30287399888038635,0.4787209928035736,-0.01932515762746334,0.9999874830245972,0.39232680201530457,0.5237915515899658,-0.09761269390583038,0.9754917025566101,0.2738017737865448,0.5452706813812256,-0.2028304487466812,0.9940606951713562,0.3792412579059601,0.6139481663703918,0.06977362930774689,0.9511459469795227,0.2577965259552002,0.6462046504020691,-0.07004579901695251,0.9871842265129089,0.37091484665870667,0.6303375959396362,0.08272155374288559,0.8809954524040222,0.2610225975513458,0.6642328500747681,-0.059315044432878494,0.8796998262405396,0.4032212495803833,0.6342025995254517,0.02411210723221302,0.9386095404624939,0.2461542785167694,0.6773556470870972,-0.13352467119693756,0.9731616973876953
Mabu,0.34473469853401184,0.2817956209182739,-0.132491335272789,0.9998393058776855,0.34606388211250305,0.27159416675567627,-0.11733508855104446,0.9997501969337463,0.34798309206962585,0.2721633315086365,-0.1174272745847702,0.9996213912963867,0.3491048514842987,0.2724977135658264,-0.11739606410264969,0.9997701048851013,0.3397373557090759,0.27051472663879395,-0.12531790137290955,0.999869704246521,0.33713600039482117,0.2706289291381836,-0.12546199560165405,0.9998542070388794,0.33425357937812805,0.2710084319114685,-0.12551501393318176,0.9998974800109863,0.3467849791049957,0.2762081027030945,-0.039462924003601074,0.9997710585594177,0.3273927569389343,0.2766733765602112,-0.07598241418600082,0.9997383952140808,0.3469221889972687,0.29360145330429077,-0.10253961384296417,0.9999029636383057,0.33928969502449036,0.2947123944759369,-0.11394466459751129,0.9999275207519531,0.3566776216030121,0.34844034910202026,0.009357733651995659,0.9999767541885376,0.3065018951892853,0.3390049338340759,-0.05810282379388809,0.9999635219573975,0.3663991093635559,0.4248822331428528,-0.05757274478673935,0.7429649233818054,0.29582592844963074,0.4193820357322693,-0.16014711558818817,0.9666525721549988,0.37252911925315857,0.38714906573295593,-0.19910605251789093,0.8808174729347229,0.31962287425994873,0.3725799024105072,-0.2789126932621002,0.9697876572608948,0.3699933588504791,0.37278562784194946,-0.22310255467891693,0.8673607110977173,0.33051639795303345,0.36361899971961975,-0.309624046087265,0.936491847038269,0.3730928301811218,0.3624228537082672,-0.22590380907058716,0.8500305414199829,0.3264131247997284,0.35086679458618164,-0.3020903468132019,0.9151668548583984,0.37205469608306885,0.36815541982650757,-0.20335735380649567,0.7172846794128418,0.3238983452320099,0.3537275195121765,-0.2789517641067505,0.7799152731895447,0.33798280358314514,0.48284849524497986,0.02019602432847023,0.9999921321868896,0.30299413204193115,0.47956520318984985,-0.02027294971048832,0.9999927282333374,0.39182955026626587,0.5245636105537415,-0.10660575330257416,0.9779744148254395,0.27151423692703247,0.5487942695617676,-0.19693118333816528,0.9933111667633057,0.3791464567184448,0.6146589517593384,0.04335193336009979,0.9568917751312256,0.257622092962265,0.6470006108283997,-0.06619299948215485,0.9873899221420288,0.3709641396999359,0.631873369216919,0.05474652722477913,0.9234146475791931,0.26242929697036743,0.6651520133018494,-0.05548953264951706,0.9101424217224121,0.4028111696243286,0.6362603902816772,-8.489250467391685e-05,0.9416625499725342,0.2427947223186493,0.6786565184593201,-0.12168414145708084,0.9703727960586548
Mabu,0.3450945019721985,0.28194135427474976,-0.11017730087041855,0.9997640252113342,0.3459586501121521,0.2723766565322876,-0.09462130069732666,0.9996267557144165,0.3471909165382385,0.2730098366737366,-0.09471020102500916,0.9994058609008789,0.34854215383529663,0.2735317647457123,-0.09467586129903793,0.9996552467346191,0.34049561619758606,0.2706347107887268,-0.10379405319690704,0.9998083710670471,0.3377659022808075,0.2702721357345581,-0.10393130779266357,0.9997804760932922,0.33492550253868103,0.27036595344543457,-0.10397873818874359,0.9998438358306885,0.34584662318229675,0.2778323292732239,-0.017831943929195404,0.9996579885482788,0.32767894864082336,0.2755716145038605,-0.059830885380506516,0.9995891451835632,0.346414715051651,0.2932524085044861,-0.08079499751329422,0.9998451471328735,0.33987438678741455,0.29342103004455566,-0.09380374848842621,0.9998781681060791,0.3555992543697357,0.3487241268157959,0.0274851992726326,0.9999711513519287,0.30587252974510193,0.3375650942325592,-0.0496431365609169,0.9999445676803589,0.37274688482284546,0.4173277020454407,-0.04573822021484375,0.700198769569397,0.29837146401405334,0.41482120752334595,-0.16172081232070923,0.9428312182426453,0.3721736967563629,0.37377217411994934,-0.1921669840812683,0.7842169404029846,0.32330530881881714,0.3681833744049072,-0.27840858697891235,0.9244745373725891,0.3727032542228699,0.362348347902298,-0.2156965732574463,0.7583211064338684,0.33125045895576477,0.351290762424469,-0.30883052945137024,0.8488062024116516,0.37230223417282104,0.3553314507007599,-0.2171378880739212,0.725135087966919,0.32764774560928345,0.34344422817230225,-0.29951292276382446,0.7964416742324829,0.37063783407211304,0.3601662516593933,-0.19598844647407532,0.549106240272522,0.32654401659965515,0.3488708436489105,-0.27771317958831787,0.5716497302055359,0.3374832570552826,0.481309175491333,0.02232721634209156,0.9999945163726807,0.3028695285320282,0.4787948727607727,-0.022408979013562202,0.9999938011169434,0.39201226830482483,0.522284984588623,-0.0998668223619461,0.9680667519569397,0.2708750367164612,0.5474340915679932,-0.19869321584701538,0.9903051853179932,0.37868785858154297,0.6150262355804443,0.03920847177505493,0.9432458281517029,0.25731128454208374,0.6478655338287354,-0.08176999539136887,0.9838045239448547,0.37042346596717834,0.6332114934921265,0.04937822371721268,0.9023019075393677,0.2627793848514557,0.6659152507781982,-0.07256831228733063,0.8966833353042603,0.40388599038124084,0.6341297030448914,-0.0048052119091153145,0.9155259132385254,0.24255837500095367,0.6783519983291626,-0.137595996260643,0.9600276350975037
